HEX,NAME
40032C85,Crystalian Ashes +5
40032C86,Crystalian Ashes +6
40032C87,Crystalian Ashes +7
40032C88,Crystalian Ashes +8
40032C89,Crystalian Ashes +9
40032C8A,Crystalian Ashes +10
40033068,Ancestral Follower Ashes
40033069,Ancestral Follower Ashes +1
4003306A,Ancestral Follower Ashes +2
4003306B,Ancestral Follower Ashes +3
4003306C,Ancestral Follower Ashes +4
4003306D,Ancestral Follower Ashes +5
4003306E,Ancestral Follower Ashes +6
4003306F,Ancestral Follower Ashes +7
40033070,Ancestral Follower Ashes +8
40033071,Ancestral Follower Ashes +9
40033072,Ancestral Follower Ashes +10
40033450,Winged Misbegotten Ashes
40033451,Winged Misbegotten Ashes + 1
40033452,Winged Misbegotten Ashes + 2
40033453,Winged Misbegotten Ashes + 3
40033454,Winged Misbegotten Ashes + 4
40033455,Winged Misbegotten Ashes + 5
40033456,Winged Misbegotten Ashes + 6
40033457,Winged Misbegotten Ashes + 7
40033458,Winged Misbegotten Ashes + 8
40033459,Winged Misbegotten Ashes + 9
4003345A,Winged Misbegotten Ashes + 10
40033838,Albinauric Ashes
40033839,Albinauric Ashes +1
4003383A,Albinauric Ashes +2
4003383B,Albinauric Ashes +3
4003383C,Albinauric Ashes +4
4003383D,Albinauric Ashes +5
4003383E,Albinauric Ashes +6
4003383F,Albinauric Ashes +7
40033840,Albinauric Ashes +8
40033841,Albinauric Ashes +9
40033842,Albinauric Ashes +10
40033C20,Skeletal Militiaman Ashes
40033C21,Skeletal Militiaman Ashes +1
40033C22,Skeletal Militiaman Ashes +2
40033C23,Skeletal Militiaman Ashes +3
40033C24,Skeletal Militiaman Ashes +4
40033C25,Skeletal Militiaman Ashes +5
40033C26,Skeletal Militiaman Ashes +6
40033C27,Skeletal Militiaman Ashes +7
40033C28,Skeletal Militiaman Ashes +8
40033C29,Skeletal Militiaman Ashes +9
40033C2A,Skeletal Militiaman Ashes +10
40034008,Skeletal Bandit Ashes
40034009,Skeletal Bandit Ashes +1
4003400A,Skeletal Bandit Ashes +2
4003400B,Skeletal Bandit Ashes +3
4003400C,Skeletal Bandit Ashes +4
4003400D,Skeletal Bandit Ashes +5
4003400E,Skeletal Bandit Ashes +6
4003400F,Skeletal Bandit Ashes +7
40034010,Skeletal Bandit Ashes +8
40034011,Skeletal Bandit Ashes +9
40034012,Skeletal Bandit Ashes +10
400343F0,Oracle Envoy Ashes
400343F1,Oracle Envoy Ashes +1
400343F2,Oracle Envoy Ashes +2
400343F3,Oracle Envoy Ashes +3
400343F4,Oracle Envoy Ashes +4
400343F5,Oracle Envoy Ashes +5
400343F6,Oracle Envoy Ashes +6
400343F7,Oracle Envoy Ashes +7
400343F8,Oracle Envoy Ashes +8
400343F9,Oracle Envoy Ashes +9
400343FA,Oracle Envoy Ashes +10
400347D8,Putrid Corpse Ashes
400347D9,Putrid Corpse Ashes +1
400347DA,Putrid Corpse Ashes +2
400347DB,Putrid Corpse Ashes +3
400347DC,Putrid Corpse Ashes +4
400347DD,Putrid Corpse Ashes +5
400347DE,Putrid Corpse Ashes +6
400347DF,Putrid Corpse Ashes +7
400347E0,Putrid Corpse Ashes +8
400347E1,Putrid Corpse Ashes +9
400347E2,Putrid Corpse Ashes +10
40034BC0,Depraved Perfumer Carmaan
40034BC1,Depraved Perfumer Carmaan +1
40034BC2,Depraved Perfumer Carmaan +2
40034BC3,Depraved Perfumer Carmaan +3
40034BC4,Depraved Perfumer Carmaan +4
40034BC5,Depraved Perfumer Carmaan +5
40034BC6,Depraved Perfumer Carmaan +6
40034BC7,Depraved Perfumer Carmaan +7
40034BC8,Depraved Perfumer Carmaan +8
40034BC9,Depraved Perfumer Carmaan +9
40034BCA,Depraved Perfumer Carmaan +10
40034FA8,Perfumer Tricia
40034FA9,Perfumer Tricia +1
40034FAA,Perfumer Tricia +2
40034FAB,Perfumer Tricia +3
40034FAC,Perfumer Tricia +4
40034FAD,Perfumer Tricia +5
40034FAE,Perfumer Tricia +6
40034FAF,Perfumer Tricia +7
40034FB0,Perfumer Tricia +8
40034FB1,Perfumer Tricia +9
40034FB2,Perfumer Tricia +10
40035390,Glintstone Sorcerer Ashes
40035391,Glintstone Sorcerer Ashes +1
40035392,Glintstone Sorcerer Ashes +2
40035393,Glintstone Sorcerer Ashes +3
40035394,Glintstone Sorcerer Ashes +4
40035395,Glintstone Sorcerer Ashes +5
40035396,Glintstone Sorcerer Ashes +6
40035397,Glintstone Sorcerer Ashes +7
40035398,Glintstone Sorcerer Ashes +8
40035399,Glintstone Sorcerer Ashes +9
4003539A,Glintstone Sorcerer Ashes +10
40035778,Twinsage Sorcerer Ashes
40035779,Twinsage Sorcerer Ashes +1
4003577A,Twinsage Sorcerer Ashes +2
4003577B,Twinsage Sorcerer Ashes +3
4003577C,Twinsage Sorcerer Ashes +4
4003577D,Twinsage Sorcerer Ashes +5
4003577E,Twinsage Sorcerer Ashes +6
4003577F,Twinsage Sorcerer Ashes +7
40035780,Twinsage Sorcerer Ashes +8
40035781,Twinsage Sorcerer Ashes +9
40035782,Twinsage Sorcerer Ashes +10
40035B60,Page Ashes
40035B61,Page Ashes +1
40035B62,Page Ashes +2
40035B63,Page Ashes +3
40035B64,Page Ashes +4
40035B65,Page Ashes +5
40035B66,Page Ashes +6
40035B67,Page Ashes +7
40035B68,Page Ashes +8
40035B69,Page Ashes +9
40035B6A,Page Ashes +10
40035F48,Battlemage Hugues
40035F49,Battlemage Hugues +1
40035F4A,Battlemage Hugues +2
40035F4B,Battlemage Hugues +3
40035F4C,Battlemage Hugues +4
40035F4D,Battlemage Hugues +5
40035F4E,Battlemage Hugues +6
40035F4F,Battlemage Hugues +7
40035F50,Battlemage Hugues +8
40035F51,Battlemage Hugues +9
40035F52,Battlemage Hugues +10
40036330,Clayman Ashes
40036331,Clayman Ashes +1
40036332,Clayman Ashes +2
40036333,Clayman Ashes +3
40036334,Clayman Ashes +4
40036335,Clayman Ashes +5
40036336,Clayman Ashes +6
40036337,Clayman Ashes +7
40036338,Clayman Ashes +8
40036339,Clayman Ashes +9
4003633A,Clayman Ashes +10
40036718,Cleanrot Knight Finlay
40036719,Cleanrot Knight Finlay +1
4003671A,Cleanrot Knight Finlay +2
4003671B,Cleanrot Knight Finlay +3
4003671C,Cleanrot Knight Finlay +4
4003671D,Cleanrot Knight Finlay +5
4003671E,Cleanrot Knight Finlay +6
4003671F,Cleanrot Knight Finlay +7
40036720,Cleanrot Knight Finlay +8
40036721,Cleanrot Knight Finlay +9
40036722,Cleanrot Knight Finlay +10
40036B00,Kindred of Rot Ashes
40036B01,Kindred of Rot Ashes +1
40036B02,Kindred of Rot Ashes +2
40036B03,Kindred of Rot Ashes +3
40036B04,Kindred of Rot Ashes +4
40036B05,Kindred of Rot Ashes +5
40036B06,Kindred of Rot Ashes +6
40036B07,Kindred of Rot Ashes +7
40036B08,Kindred of Rot Ashes +8
40036B09,Kindred of Rot Ashes +9
40036B0A,Kindred of Rot Ashes +10
40036EE8,Marionette Soldier Ashes
40036EE9,Marionette Soldier Ashes +1
40036EEA,Marionette Soldier Ashes +2
40036EEB,Marionette Soldier Ashes +3
40036EEC,Marionette Soldier Ashes +4
40036EED,Marionette Soldier Ashes +5
40036EEE,Marionette Soldier Ashes +6
40036EEF,Marionette Soldier Ashes +7
40036EF0,Marionette Soldier Ashes +8
40036EF1,Marionette Soldier Ashes +9
40036EF2,Marionette Soldier Ashes +10
400372D0,Avionette Soldier Ashes
400372D1,Avionette Soldier Ashes +1
400372D2,Avionette Soldier Ashes +2
400372D3,Avionette Soldier Ashes +3
400372D4,Avionette Soldier Ashes +4
400372D5,Avionette Soldier Ashes +5
400372D6,Avionette Soldier Ashes +6
400372D7,Avionette Soldier Ashes +7
400372D8,Avionette Soldier Ashes +8
400372D9,Avionette Soldier Ashes +9
400372DA,Avionette Soldier Ashes +10
400376B8,Fire Monk Ashes
400376B9,Fire Monk Ashes +1
400376BA,Fire Monk Ashes +2
400376BB,Fire Monk Ashes +3
400376BC,Fire Monk Ashes +4
400376BD,Fire Monk Ashes +5
400376BE,Fire Monk Ashes +6
400376BF,Fire Monk Ashes +7
400376C0,Fire Monk Ashes +8
400376C1,Fire Monk Ashes +9
400376C2,Fire Monk Ashes +10
40037AA0,Blackflame Monk Amon
40037AA1,Blackflame Monk Amon +1
40037AA2,Blackflame Monk Amon +2
40037AA3,Blackflame Monk Amon +3
40037AA4,Blackflame Monk Amon +4
40037AA5,Blackflame Monk Amon +5
40037AA6,Blackflame Monk Amon +6
40037AA7,Blackflame Monk Amon +7
40037AA8,Blackflame Monk Amon +8
40037AA9,Blackflame Monk Amon +9
40037AAA,Blackflame Monk Amon +10
40037E88,Man-Serpent Ashes
40037E89,Man-Serpent Ashes +1
40037E8A,Man-Serpent Ashes +2
40037E8B,Man-Serpent Ashes +3
40037E8C,Man-Serpent Ashes +4
40037E8D,Man-Serpent Ashes +5
40037E8E,Man-Serpent Ashes +6
40037E8F,Man-Serpent Ashes +7
40037E90,Man-Serpent Ashes +8
40037E91,Man-Serpent Ashes +9
40037E92,Man-Serpent Ashes +10
40038270,Azula Beastman Ashes
40038271,Azula Beastman Ashes +1
40038272,Azula Beastman Ashes +2
40038273,Azula Beastman Ashes +3
40038274,Azula Beastman Ashes +4
40038275,Azula Beastman Ashes +5
40038276,Azula Beastman Ashes +6
40038277,Azula Beastman Ashes +7
40038278,Azula Beastman Ashes +8
40038279,Azula Beastman Ashes +9
4003827A,Azula Beastman Ashes +10
40038658,Kaiden Sellsword Ashes
40038659,Kaiden Sellsword Ashes +1
4003865A,Kaiden Sellsword Ashes +2
4003865B,Kaiden Sellsword Ashes +3
4003865C,Kaiden Sellsword Ashes +4
4003865D,Kaiden Sellsword Ashes +5
4003865E,Kaiden Sellsword Ashes +6
4003865F,Kaiden Sellsword Ashes +7
40038660,Kaiden Sellsword Ashes +8
40038661,Kaiden Sellsword Ashes +9
40038662,Kaiden Sellsword Ashes +10
40038A40,Lone Wolf Ashes
40038A41,Lone Wolf Ashes +1
40038A42,Lone Wolf Ashes +2
40038A43,Lone Wolf Ashes +3
40038A44,Lone Wolf Ashes +4
40038A45,Lone Wolf Ashes +5
40038A46,Lone Wolf Ashes +6
40038A47,Lone Wolf Ashes +7
40038A48,Lone Wolf Ashes +8
40038A49,Lone Wolf Ashes +9
40038A4A,Lone Wolf Ashes +10
40038E28,Giant Rat Ashes
40038E29,Giant Rat Ashes +1
40038E2A,Giant Rat Ashes +2
40038E2B,Giant Rat Ashes +3
40038E2C,Giant Rat Ashes +4
40038E2D,Giant Rat Ashes +5
40038E2E,Giant Rat Ashes +6
40038E2F,Giant Rat Ashes +7
40038E30,Giant Rat Ashes +8
40038E31,Giant Rat Ashes +9
40038E32,Giant Rat Ashes +10
40039210,Demi-Human Ashes
40039211,Demi-Human Ashes +1
40039212,Demi-Human Ashes +2
40039213,Demi-Human Ashes +3
40039214,Demi-Human Ashes +4
40039215,Demi-Human Ashes +5
40039216,Demi-Human Ashes +6
40039217,Demi-Human Ashes +7
40039218,Demi-Human Ashes +8
40039219,Demi-Human Ashes +9
4003921A,Demi-Human Ashes +10
400395F8,Rotten Stray Ashes
400395F9,Rotten Stray Ashes +1
400395FA,Rotten Stray Ashes +2
400395FB,Rotten Stray Ashes +3
400395FC,Rotten Stray Ashes +4
400395FD,Rotten Stray Ashes +5
400395FE,Rotten Stray Ashes +6
400395FF,Rotten Stray Ashes +7
40039600,Rotten Stray Ashes +8
40039601,Rotten Stray Ashes +9
40039602,Rotten Stray Ashes +10
400399E0,Spirit Jellyfish Ashes
400399E1,Spirit Jellyfish Ashes +1
400399E2,Spirit Jellyfish Ashes +2
400399E3,Spirit Jellyfish Ashes +3
400399E4,Spirit Jellyfish Ashes +4
400399E5,Spirit Jellyfish Ashes +5
400399E6,Spirit Jellyfish Ashes +6
400399E7,Spirit Jellyfish Ashes +7
400399E8,Spirit Jellyfish Ashes +8
400399E9,Spirit Jellyfish Ashes +9
400399EA,Spirit Jellyfish Ashes +10
40039DC8,Warhawk Ashes
40039DC9,Warhawk Ashes +1
40039DCA,Warhawk Ashes +2
40039DCB,Warhawk Ashes +3
40039DCC,Warhawk Ashes +4
40039DCD,Warhawk Ashes +5
40039DCE,Warhawk Ashes +6
40039DCF,Warhawk Ashes +7
40039DD0,Warhawk Ashes +8
40039DD1,Warhawk Ashes +9
40039DD2,Warhawk Ashes +10
4003A1B0,Stormhawk Deenh
4003A1B1,Stormhawk Deenh +1
4003A1B2,Stormhawk Deenh +2
4003A1B3,Stormhawk Deenh +3
4003A1B4,Stormhawk Deenh +4
4003A1B5,Stormhawk Deenh +5
4003A1B6,Stormhawk Deenh +6
4003A1B7,Stormhawk Deenh +7
4003A1B8,Stormhawk Deenh +8
4003A1B9,Stormhawk Deenh +9
4003A1BA,Stormhawk Deenh +10
4003A598,Bloodhound Knight Floh
4003A599,Bloodhound Knight Floh +1
4003A59A,Bloodhound Knight Floh +2
4003A59B,Bloodhound Knight Floh +3
4003A59C,Bloodhound Knight Floh +4
4003A59D,Bloodhound Knight Floh +5
4003A59E,Bloodhound Knight Floh +6
4003A59F,Bloodhound Knight Floh +7
4003A5A0,Bloodhound Knight Floh +8
4003A5A1,Bloodhound Knight Floh +9
4003A5A2,Bloodhound Knight Floh +10
4003A980,Wandering Noble Ashes
4003A981,Wandering Noble Ashes +1
4003A982,Wandering Noble Ashes +2
4003A983,Wandering Noble Ashes +3
4003A984,Wandering Noble Ashes +4
4003A985,Wandering Noble Ashes +5
4003A986,Wandering Noble Ashes +6
4003A987,Wandering Noble Ashes +7
4003A988,Wandering Noble Ashes +8
4003A989,Wandering Noble Ashes +9
4003A98A,Wandering Noble Ashes +10
4003AD68,Noble Sorcerer Ashes
4003AD69,Noble Sorcerer Ashes +1
4003AD6A,Noble Sorcerer Ashes +2
4003AD6B,Noble Sorcerer Ashes +3
4003AD6C,Noble Sorcerer Ashes +4
4003AD6D,Noble Sorcerer Ashes +5
4003AD6E,Noble Sorcerer Ashes +6
4003AD6F,Noble Sorcerer Ashes +7
4003AD70,Noble Sorcerer Ashes +8
4003AD71,Noble Sorcerer Ashes +9
4003AD72,Noble Sorcerer Ashes +10
4003B150,Vulgar Militia Ashes
4003B151,Vulgar Militia Ashes +1
4003B152,Vulgar Militia Ashes +2
4003B153,Vulgar Militia Ashes +3
4003B154,Vulgar Militia Ashes +4
4003B155,Vulgar Militia Ashes +5
4003B156,Vulgar Militia Ashes +6
4003B157,Vulgar Militia Ashes +7
4003B158,Vulgar Militia Ashes +8
4003B159,Vulgar Militia Ashes +9
4003B15A,Vulgar Militia Ashes +10
4003B538,Mad Pumpkin Head Ashes
4003B539,Mad Pumpkin Head Ashes +1
4003B53A,Mad Pumpkin Head Ashes +2
4003B53B,Mad Pumpkin Head Ashes +3
4003B53C,Mad Pumpkin Head Ashes +4
4003B53D,Mad Pumpkin Head Ashes +5
4003B53E,Mad Pumpkin Head Ashes +6
4003B53F,Mad Pumpkin Head Ashes +7
4003B540,Mad Pumpkin Head Ashes +8
4003B541,Mad Pumpkin Head Ashes +9
4003B542,Mad Pumpkin Head Ashes +10
4003B920,Land Squirt Ashes
4003B921,Land Squirt Ashes +1
4003B922,Land Squirt Ashes +2
4003B923,Land Squirt Ashes +3
4003B924,Land Squirt Ashes +4
4003B925,Land Squirt Ashes +5
4003B926,Land Squirt Ashes +6
4003B927,Land Squirt Ashes +7
4003B928,Land Squirt Ashes +8
4003B929,Land Squirt Ashes +9
4003B92A,Land Squirt Ashes +10
4003BD08,Miranda Sprout Ashes
4003BD09,Miranda Sprout Ashes +1
4003BD0A,Miranda Sprout Ashes +2
4003BD0B,Miranda Sprout Ashes +3
4003BD0C,Miranda Sprout Ashes +4
4003BD0D,Miranda Sprout Ashes +5
4003BD0E,Miranda Sprout Ashes +6
4003BD0F,Miranda Sprout Ashes +7
4003BD10,Miranda Sprout Ashes +8
4003BD11,Miranda Sprout Ashes +9
4003BD12,Miranda Sprout Ashes +10
4003C0F0,Soldjars of Fortune Ashes
4003C0F1,Soldjars of Fortune Ashes +1
4003C0F2,Soldjars of Fortune Ashes +2
4003C0F3,Soldjars of Fortune Ashes +3
4003C0F4,Soldjars of Fortune Ashes +4
4003C0F5,Soldjars of Fortune Ashes +5
4003C0F6,Soldjars of Fortune Ashes +6
4003C0F7,Soldjars of Fortune Ashes +7
4003C0F8,Soldjars of Fortune Ashes +8
4003C0F9,Soldjars of Fortune Ashes +9
4003C0FA,Soldjars of Fortune Ashes +10
4003C4D8,Omenkiller Rollo
4003C4D9,Omenkiller Rollo +1
4003C4DA,Omenkiller Rollo +2
4003C4DB,Omenkiller Rollo +3
4003C4DC,Omenkiller Rollo +4
4003C4DD,Omenkiller Rollo +5
4003C4DE,Omenkiller Rollo +6
4003C4DF,Omenkiller Rollo +7
4003C4E0,Omenkiller Rollo +8
4003C4E1,Omenkiller Rollo +9
4003C4E2,Omenkiller Rollo +10
4003C8C0,Greatshield Soldier Ashes
4003C8C1,Greatshield Soldier Ashes +1
4003C8C2,Greatshield Soldier Ashes +2
4003C8C3,Greatshield Soldier Ashes +3
4003C8C4,Greatshield Soldier Ashes +4
4003C8C5,Greatshield Soldier Ashes +5
4003C8C6,Greatshield Soldier Ashes +6
4003C8C7,Greatshield Soldier Ashes +7
4003C8C8,Greatshield Soldier Ashes +8
4003C8C9,Greatshield Soldier Ashes +9
4003C8CA,Greatshield Soldier Ashes +10
4003CCA8,Archer Ashes
4003CCA9,Archer Ashes +1
4003CCAA,Archer Ashes +2
4003CCAB,Archer Ashes +3
4003CCAC,Archer Ashes +4
4003CCAD,Archer Ashes +5
4003CCAE,Archer Ashes +6
4003CCAF,Archer Ashes +7
4003CCB0,Archer Ashes +8
4003CCB1,Archer Ashes +9
4003CCB2,Archer Ashes +10
4003D090,Godrick Soldier Ashes
4003D091,Godrick Soldier Ashes +1
4003D092,Godrick Soldier Ashes +2
4003D093,Godrick Soldier Ashes +3
4003D094,Godrick Soldier Ashes +4
4003D095,Godrick Soldier Ashes +5
4003D096,Godrick Soldier Ashes +6
4003D097,Godrick Soldier Ashes +7
4003D098,Godrick Soldier Ashes +8
4003D099,Godrick Soldier Ashes +9
4003D09A,Godrick Soldier Ashes +10
4003D478,Raya Lucaria Soldier Ashes
4003D479,Raya Lucaria Soldier Ashes +1
4003D47A,Raya Lucaria Soldier Ashes +2
4003D47B,Raya Lucaria Soldier Ashes +3
4003D47C,Raya Lucaria Soldier Ashes +4
4003D47D,Raya Lucaria Soldier Ashes +5
4003D47E,Raya Lucaria Soldier Ashes +6
4003D47F,Raya Lucaria Soldier Ashes +7
4003D480,Raya Lucaria Soldier Ashes +8
4003D481,Raya Lucaria Soldier Ashes +9
4003D482,Raya Lucaria Soldier Ashes +10
4003D860,Leyndell Soldier Ashes
4003D861,Leyndell Soldier Ashes +1
4003D862,Leyndell Soldier Ashes +2
4003D863,Leyndell Soldier Ashes +3
4003D864,Leyndell Soldier Ashes +4
4003D865,Leyndell Soldier Ashes +5
4003D866,Leyndell Soldier Ashes +6
4003D867,Leyndell Soldier Ashes +7
4003D868,Leyndell Soldier Ashes +8
4003D869,Leyndell Soldier Ashes +9
4003D86A,Leyndell Soldier Ashes +10
4003DC48,Radahn Soldier Ashes
4003DC49,Radahn Soldier Ashes +1
4003DC4A,Radahn Soldier Ashes +2
4003DC4B,Radahn Soldier Ashes +3
4003DC4C,Radahn Soldier Ashes +4
4003DC4D,Radahn Soldier Ashes +5
4003DC4E,Radahn Soldier Ashes +6
4003DC4F,Radahn Soldier Ashes +7
4003DC50,Radahn Soldier Ashes +8
4003DC51,Radahn Soldier Ashes +9
4003DC52,Radahn Soldier Ashes +10
4003E030,Mausoleum Soldier Ashes
4003E031,Mausoleum Soldier Ashes +1
4003E032,Mausoleum Soldier Ashes +2
4003E033,Mausoleum Soldier Ashes +3
4003E034,Mausoleum Soldier Ashes +4
4003E035,Mausoleum Soldier Ashes +5
4003E036,Mausoleum Soldier Ashes +6
4003E037,Mausoleum Soldier Ashes +7
4003E038,Mausoleum Soldier Ashes +8
4003E039,Mausoleum Soldier Ashes +9
4003E03A,Mausoleum Soldier Ashes +10
4003E418,Haligtree Soldier Ashes
4003E419,Haligtree Soldier Ashes +1
4003E41A,Haligtree Soldier Ashes +2
4003E41B,Haligtree Soldier Ashes +3
4003E41C,Haligtree Soldier Ashes +4
4003E41D,Haligtree Soldier Ashes +5
4003E41E,Haligtree Soldier Ashes +6
4003E41F,Haligtree Soldier Ashes +7
4003E420,Haligtree Soldier Ashes +8
4003E421,Haligtree Soldier Ashes +9
4003E422,Haligtree Soldier Ashes +10
4003E800,Ancient Dragon Knight Kristoff
4003E801,Ancient Dragon Knight Kristoff +1
4003E802,Ancient Dragon Knight Kristoff +2
4003E803,Ancient Dragon Knight Kristoff +3
4003E804,Ancient Dragon Knight Kristoff +4
4003E805,Ancient Dragon Knight Kristoff +5
4003E806,Ancient Dragon Knight Kristoff +6
4003E807,Ancient Dragon Knight Kristoff +7
4003E808,Ancient Dragon Knight Kristoff +8
4003E809,Ancient Dragon Knight Kristoff +9
4003E80A,Ancient Dragon Knight Kristoff +10
4003EBE8,Redmane Knight Ogha
4003EBE9,Redmane Knight Ogha +1
4003EBEA,Redmane Knight Ogha +2
4003EBEB,Redmane Knight Ogha +3
4003EBEC,Redmane Knight Ogha +4
4003EBED,Redmane Knight Ogha +5
4003EBEE,Redmane Knight Ogha +6
4003EBEF,Redmane Knight Ogha +7
4003EBF0,Redmane Knight Ogha +8
4003EBF1,Redmane Knight Ogha +9
4003EBF2,Redmane Knight Ogha +10
4003EFD0,Lhutel the Headless
4003EFD1,Lhutel the Headless +1
4003EFD2,Lhutel the Headless +2
4003EFD3,Lhutel the Headless +3
4003EFD4,Lhutel the Headless +4
4003EFD5,Lhutel the Headless +5
4003EFD6,Lhutel the Headless +6
4003EFD7,Lhutel the Headless +7
4003EFD8,Lhutel the Headless +8
4003EFD9,Lhutel the Headless +9
4003EFDA,Lhutel the Headless +10
4003F3B8,Nepheli Loux Puppet
4003F3B9,Nepheli Loux Puppet +1
4003F3BA,Nepheli Loux Puppet +2
4003F3BB,Nepheli Loux Puppet +3
4003F3BC,Nepheli Loux Puppet +4
4003F3BD,Nepheli Loux Puppet +5
4003F3BE,Nepheli Loux Puppet +6
4003F3BF,Nepheli Loux Puppet +7
4003F3C0,Nepheli Loux Puppet +8
4003F3C1,Nepheli Loux Puppet +9
4003F3C2,Nepheli Loux Puppet +10
4003F7A0,Dung Eater Puppet
4003F7A1,Dung Eater Puppet +1
4003F7A2,Dung Eater Puppet +2
4003F7A3,Dung Eater Puppet +3
4003F7A4,Dung Eater Puppet +4
4003F7A5,Dung Eater Puppet +5
4003F7A6,Dung Eater Puppet +6
4003F7A7,Dung Eater Puppet +7
4003F7A8,Dung Eater Puppet +8
4003F7A9,Dung Eater Puppet +9
4003F7AA,Dung Eater Puppet +10
4003FB88,Finger Maiden Therolina Puppet
4003FB89,Finger Maiden Therolina Puppet +1
4003FB8A,Finger Maiden Therolina Puppet +2
4003FB8B,Finger Maiden Therolina Puppet +3
4003FB8C,Finger Maiden Therolina Puppet +4
4003FB8D,Finger Maiden Therolina Puppet +5
4003FB8E,Finger Maiden Therolina Puppet +6
4003FB8F,Finger Maiden Therolina Puppet +7
4003FB90,Finger Maiden Therolina Puppet +8
4003FB91,Finger Maiden Therolina Puppet +9
4003FB92,Finger Maiden Therolina Puppet +10
4003FF70,Dolores the Sleeping Arrow Puppet
4003FF71,Dolores the Sleeping Arrow Puppet +1
4003FF72,Dolores the Sleeping Arrow Puppet +2
4003FF73,Dolores the Sleeping Arrow Puppet +3
4003FF74,Dolores the Sleeping Arrow Puppet +4
4003FF75,Dolores the Sleeping Arrow Puppet +5
4003FF76,Dolores the Sleeping Arrow Puppet +6
4003FF77,Dolores the Sleeping Arrow Puppet +7
4003FF78,Dolores the Sleeping Arrow Puppet +8
4003FF79,Dolores the Sleeping Arrow Puppet +9
4003FF7A,Dolores the Sleeping Arrow Puppet +10
40040358,Jarwight Puppet
40040359,Jarwight Puppet +1
4004035A,Jarwight Puppet +2
4004035B,Jarwight Puppet +3
4004035C,Jarwight Puppet +4
4004035D,Jarwight Puppet +5
4004035E,Jarwight Puppet +6
4004035F,Jarwight Puppet +7
40040360,Jarwight Puppet +8
