HEX,NAME
006BBA20,Flowing Curved Sword
006BE130,Wing of Astel
006C0840,Scavenger's Curved Sword
006C5660,Eclipse Shotel
006C7D70,Serpent-God's Curved Sword
006CA480,Mantis Blade
006CF2A0,Scimitar
006CF6EC,Bloody Scimitar
006D19B0,Grossmesser
007A3910,Onyx Lord's Greatsword
007A6020,Dismounter
007A8730,Bloodhound's Fang
007AAE40,Magma Wyrm's Scalesword
007AD550,Zamor Curved Sword
007AFC60,Omen Cleaver
007B2370,Monk's Flameblade
007B4A80,Beastman's Cleaver
007B98A0,Morgott's Cursed Sword
00895440,Uchigatana
00897B50,Nagakiba
0089A260,Hand of Malenia
0089C970,Meteoric Ore Blade
0089F080,Rivers of Blood
008A3EA0,Moonveil
008A65B0,Dragonscale Blade
008A8CC0,Serpentbone Blade
00989680,Twinblade
00989ACC,Bloody Twinblade
0098BD90,Godskin Peeler
00990BB0,Twinned Knight Swords
009959D0,Eleonora's Poleblade
0099CF00,Gargoyle's Twinblade
0099F610,Gargoyle's Black Blades
00A7D8C0,Mace
00A7FFD0,Club
00A8041C,Bloody Club
00A84DF0,Curved Club
00A87500,Warpick
00A89C10,Morning Star
00A8C320,Varré's Bouquet
00A8EA30,Spiked Club
00A91140,Hammer
00A93850,Monk's Flamemace
00A95F60,Envoy's Horn
00A98670,Scepter of the All-Knowing
00A9AD80,Nox Flowing Hammer
00A9D490,Ringed Finger
00A9FBA0,Stone Club
00AA22B0,Marika's Hammer
00B71B00,Large Club
00B74210,Greathorn Hammer
00B76920,Battle Hammer
00B80560,Great Mace
00B85380,Curved Great Club
00B916D0,Celebrant's Skull
00B93DE0,Pickaxe
00B964F0,Beastclaw Greathammer
00B98C00,Envoy's Long Horn
00B9B310,Cranial Vessel Candlestand
00B9DA20,Great Stars
00BA0130,Brick Hammer
00BA2840,Devourer's Scepter
00BA4F50,Rotten Battle Hammer
00C65D40,Nightrider Flail
00C68450,Flail
00C6AB60,Family Heads
00C6D270,Bastard's Stars
00C6F980,Chainlink Flail
00D59F80,Battle Axe
00D5C690,Forked Hatchet
00D5EDA0,Hand Axe
00D614B0,Jawbone Axe
00D63BC0,Iron Cleaver
00D662D0,Ripple Blade
00D689E0,Celebrant's Cleaver
00D6D800,Icerind Hatchet
00D72620,Highland Axe
00D72A6C,Bloody Highland Axe
00D74D30,Sacrificial Axe
00D77440,Rosus' Axe
00D7C260,Stormhawk Axe
00E4E1C0,Greataxe
00E508D0,Warped Axe
00E52FE0,Great Omenkiller Cleaver
00E556F0,Crescent Moon Axe
00E57E00,Axe of Godrick
00E5A510,Longhaft Axe
00E5CC20,Rusted Anchor
00E61A40,Executioner's Greataxe
00E68F70,Winged Greathorn
00E6B680,Butchering Knife
00E6DD90,Gargoyle's Great Axe
00E704A0,Gargoyle's Black Axe
00F42400,Short Spear
00F44B10,Spear
00F44F5C,Bloody Spear
00F47220,Crystal Spear
00F49930,Clayman's Harpoon
00F4C040,Cleanrot Spear
00F4E750,Partisan
00F50E60,Celebrant's Rib-Rake
00F53570,Pike
00F55C80,Torchpole
00F58390,Bolt of Gransax
00F5D1B0,Cross-Naginata
00F5F8C0,Death Ritual Spear
00F61FD0,Inquisitor's Girandole
00F646E0,Spiked Spear
00F66DF0,Iron Spear
00F69500,Rotten Crystal Spear
0103B460,Siluria's Tree
0103DB70,Serpent-Hunter
01042990,Vyke's War Spear
010450A0,Lance
010454EC,Bloody Lance
010477B0,Treespear
0112A880,Halberd
0112CF90,Pest's Glaive
0112F6A0,Lucerne
01131DB0,Banished Knight's Halberd
011344C0,Commander's Standard
01136BD0,Nightrider Glaive
011392E0,Ripple Crescent Halberd
0113B9F0,Vulgar Militia Saw
0113E100,Golden Halberd
01140810,Glaive
01142F20,Loretta's War Sickle
01145630,Guardian's Swordspear
0114A450,Vulgar Militia Shotel
0114CB60,Dragon Halberd
0114F270,Gargoyle's Halberd
01151980,Gargoyle's Black Halberd
0121EAC0,Scythe
012211D0,Grave Scythe
012238E0,Halo Scythe
0122D520,Winged Scythe
01312D00,Whip
01317B20,Thorned Whip
0131A230,Magma Whip Candlestick
0131F050,Hoslow's Petal Whip
01321760,Giant's Red Braid
01323E70,Urumi
01406F40,Caestus
01409650,Spiked Caestus
014159A0,Grafted Dragon
014180B0,Iron Ball
0141A7C0,Star Fist
0141F5E0,Katar
01421CF0,Clinging Bone
01424400,Veteran's Prosthesis
01426B10,Cipher Pata
014FB180,Hookclaws
014FD890,Venomous Fang
014FFFA0,Bloodhound Claws
015026B0,Raptor Talons
015EF3C0,Prelate's Inferno Crozier
015F1AD0,Watchdog's Staff
015F41E0,Great Club
015F68F0,Envoy's Greathorn
015F9000,Duelist Greataxe
015FB710,Axe of Godfrey
015FDE20,Dragon Greatclaw
01600530,Staff of the Avatar
01602C40,Fallingstar Beast Jaw
01607A60,Ghiza's Wheel
0160A170,Giant-Crusher
0160C880,Golem's Halberd
0160EF90,Troll's Hammer
016116A0,Rotten Staff
01613DB0,Rotten Greataxe
016E3600,Torch
016E8420,Steel-Wire Torch
016ED240,St. Trina's Torch
016EF950,Ghostflame Torch
016F2060,Beast-Repellent Torch
016F4770,Sentry's Torch
01C9C380,Buckler
01C9C7CC,Bloody Buckler
01C9EA90,Perfumer's Shield
01CA11A0,Man-Serpent's Shield
01CA38B0,Rickety Shield
01CA3CFC,Bloody Rickety Shield
01CA5FC0,Pillory Shield
01CAADE0,Beastman's Jar-Shield
01CAD4F0,Red Thorn Roundshield
01CAD93C,Bloody Red Thorn Roundshield
01CAFC00,Scripture Wooden Shield
01CB2310,Riveted Wooden Shield
01CB4A20,Blue-White Wooden Shield
01CB7130,Rift Shield
01CB9840,Iron Roundshield
01CB9C8C,Bloody Iron Roundshield
01CBBF50,Gilded Iron Shield
01CBE660,Ice Crest Shield
01CC0D70,Smoldering Shield
01CCA9B0,Spiralhorn Shield
01CCD0C0,Coil Shield
01D905C0,Kite Shield
01D92CD0,Marred Leather Shield
01D953E0,Marred Wooden Shield
01D97AF0,Banished Knight's Shield
01D9A200,Albinauric Shield
01D9C910,Sun Realm Shield
01D9F020,Silver Mirrorshield
01DA1730,Round Shield
01DA3E40,Scorpion Kite Shield
01DA6550,Twinbird Kite Shield
01DA8C60,Blue-Gold Kite Shield
01DB0190,Brass Shield
01DB28A0,Great Turtle Shell
01DB9DD0,Shield of the Guilty
01DBEBF0,Carian Knight's Shield
01DBF03C,Carian Knight's Bloody Shield
01DC8830,Large Leather Shield
01DC8C7C,Bloody Large Leather Shield
01DCAF40,Horse Crest Wooden Shield
01DCD650,Candletree Wooden Shield
01DCFD60,Flame Crest Wooden Shield
01DD2470,Hawk Crest Wooden Shield
01DD4B80,Beast Crest Heater Shield
01DD7290,Red Crest Heater Shield
01DD99A0,Blue Crest Heater Shield
01DDC0B0,Eclipse Crest Heater Shield
01DDE7C0,Inverted Hawk Heater Shield
01DE0ED0,Heater Shield
01DE35E0,Black Leather Shield
01E84800,Dragon Towershield
01E89620,Distinguished Greatshield
01E8BD30,Crucible Hornshield
01E8E440,Dragonclaw Shield
01E90B50,Briar Greatshield
01E98080,Erdtree Greatshield
01E9A790,Golden Beast Crest Shield
01EA1CC0,Jellyfish Shield
01EA43D0,Fingerprint Stone Shield
01EA6AE0,Icon Shield
01EA91F0,One-Eyed Shield
01EAB900,Visage Shield
01EAE010,Spiked Palisade Shield
01EB2E30,Manor Towershield
01EB5540,Crossed-Tree Towershield
01EB7C50,Inverted Hawk Towershield
01EBA360,Ant's Skull Plate
01EBCA70,Redmane Greatshield
01EBF180,Eclipse Crest Greatshield
01EC1890,Cuckoo Greatshield
01EC3FA0,Golden Greatshield
01EC66B0,Gilded Greatshield
01EC8DC0,Haligtree Crest Greatshield
01ECB4D0,Wooden Greatshield
01ECDBE0,Lordsworn's Shield
01F78A40,Glintstone Staff
01F82680,Crystal Staff
01F84D90,Gelmir Glintstone Staff
01F874A0,Demi-Human Queen's Staff
01F8E9D0,Carian Regal Scepter
01F95F00,Digger's Staff
01F98610,Astrologer's Staff
01FA2250,Carian Glintblade Staff
01FA4960,Prince of Death's Staff
01FA7070,Albinauric Staff
01FA9780,Academy Glintstone Staff
01FABE90,Carian Glintstone Staff
01FB0CB0,Azur's Glintstone Staff
01FB33C0,Lusat's Glintstone Staff
01FB5AD0,Meteorite Staff
01FB81E0,Staff of the Guilty
01FBA8F0,Rotten Crystal Staff
01FBD000,Staff of Loss
0206CC80,Finger Seal
0206F390,Godslayer's Seal
02071AA0,Giant's Seal
020741B0,Gravel Stone Seal
020768C0,Clawmark Seal
0207B6E0,Golden Order Seal
0207DDF0,Erdtree Seal
02080500,Dragon Communion Seal
02082C10,Frenzied Flame Seal
02625A00,Shortbow
02628110,Misbegotten Shortbow
0262A820,Red Branch Shortbow
0262CF30,Harp Bow
02631D50,Composite Bow
02719C40,Longbow
0271C350,Albinauric Bow
0271EA60,Horn Bow
02721170,Erdtree Bow
02723880,Serpent Bow
027286A0,Pulley Bow
0272ADB0,Black Bow
0280DE80,Lion Greatbow
02810590,Golem Greatbow
028153B0,Erdtree Greatbow
02817AC0,Greatbow
029020C0,Soldier's Crossbow
02906EE0,Light Crossbow
029095F0,Heavy Crossbow
0290E410,Pulley Crossbow
02910B20,Full Moon Crossbow
02915940,Arbalest
0291CE70,Crepus's Black-Key Crossbow
029F6300,Hand Ballista
029F8A10,Jar Cannon
02FAF080,Arrow
02FB3EA0,Serpent Arrow
02FB65B0,Bone Arrow (Fletched)
02FB8CC0,St. Trina's Arrow
02FBDAE0,Shattershard Arrow (Fletched)
02FC2900,Rainbow Stone Arrow (Fletched)
02FC5010,Golden Arrow
02FC7720,Dwelling Arrow
02FC9E30,Bone Arrow
02FCEC50,Firebone Arrow (Fletched)
02FD1360,Firebone Arrow
02FD3A70,Poisonbone Arrow (Fletched)
02FD6180,Poisonbone Arrow
02FD8890,Sleepbone Arrow (Fletched)
02FDAFA0,Sleepbone Arrow
02FDD6B0,Stormwing Bone Arrow
02FDFDC0,Lightningbone Arrow (Fletched)
02FE24D0,Lightningbone Arrow
02FE4BE0,Rainbow Stone Arrow
02FE72F0,Shattershard Arrow
02FE9A00,Spiritflame Arrow
02FEE820,Magicbone Arrow (Fletched)
02FF0F30,Magicbone Arrow
02FF3640,Haligbone Arrow (Fletched)
02FF5D50,Haligbone Arrow
02FF8460,Bloodbone Arrow (Fletched)
02FFAB70,Bloodbone Arrow
02FFD280,Coldbone Arrow (Fletched)
02FFF990,Coldbone Arrow
030020A0,Rotbone Arrow (Fletched)
030047B0,Rotbone Arrow
030A32C0,Great Arrow
030A59D0,Golem's Great Arrow
030A80E0,Golden Great Arrow
030ACF00,Radahn's Spear
030AF610,Bone Great Arrow (Fletched)
030B1D20,Bone Great Arrow
03197500,Bolt
0319C320,Perfumer's Bolt
0319EA30,Black-Key Bolt
031A1140,Burred Bolt
031A3850,Meteor Bolt
031A5F60,Explosive Bolt
031A8670,Golden Bolt
031AAD80,Lordsworn's Bolt
031AD490,Bone Bolt
031AFBA0,Firebone Bolt
031B22B0,Lightningbone Bolt
031B49C0,Magicbone Bolt
031B70D0,Haligbone Bolt
031B97E0,Poisonbone Bolt
031BBEF0,Bloodbone Bolt
031BE600,Coldbone Bolt
031C0D10,Rotbone Bolt
031C3420,Sleepbone Bolt
031C5B30,Flaming Bolt
0328B740,Ballista Bolt
03290560,Explosive Greatbolt
03292C70,Bone Ballista Bolt
030AA7F0,Golem's Magic Arrow
